TIMESTAMP,FORECAST
20131101 1:00,0.3902242578511191
20131101 2:00,0.39022942233785196
20131101 3:00,0.39023458682458484
20131101 4:00,0.3902397513113177
20131101 5:00,0.39024491579805054
20131101 6:00,0.3902500802847834
20131101 7:00,0.3902552447715163
20131101 8:00,0.3902604092582492
20131101 9:00,0.39026557374498205
20131101 10:00,0.39027073823171493
20131101 11:00,0.39027590271844775
20131101 12:00,0.39028106720518063
20131101 13:00,0.3902862316919135
20131101 14:00,0.3902913961786464
20131101 15:00,0.39029656066537927
20131101 16:00,0.39030172515211214
20131101 17:00,0.390306889638845
20131101 18:00,0.39031205412557785
20131101 19:00,0.3903172186123107
20131101 20:00,0.3903223830990436
20131101 21:00,0.3903275475857765
20131101 22:00,0.39033271207250936
20131101 23:00,0.39033787655924224
20131102 0:00,0.3903430410459751
20131102 1:00,0.39034820553270794
20131102 2:00,0.3903533700194408
20131102 3:00,0.3903585345061737
20131102 4:00,0.39036369899290657
20131102 5:00,0.39036886347963945
20131102 6:00,0.39037402796637233
20131102 7:00,0.39037919245310515
20131102 8:00,0.39038435693983803
20131102 9:00,0.3903895214265709
20131102 10:00,0.3903946859133038
20131102 11:00,0.39039985040003666
20131102 12:00,0.39040501488676954
20131102 13:00,0.3904101793735024
20131102 14:00,0.39041534386023524
20131102 15:00,0.3904205083469681
20131102 16:00,0.390425672833701
20131102 17:00,0.3904308373204339
20131102 18:00,0.39043600180716675
20131102 19:00,0.39044116629389963
20131102 20:00,0.39044633078063246
20131102 21:00,0.39045149526736533
20131102 22:00,0.3904566597540982
20131102 23:00,0.3904618242408311
20131103 0:00,0.39046698872756397
20131103 1:00,0.39047215321429685
20131103 2:00,0.3904773177010297
20131103 3:00,0.39048248218776255
20131103 4:00,0.3904876466744954
20131103 5:00,0.3904928111612283
20131103 6:00,0.3904979756479612
20131103 7:00,0.39050314013469406
20131103 8:00,0.39050830462142694
20131103 9:00,0.39051346910815976
20131103 10:00,0.39051863359489264
20131103 11:00,0.3905237980816255
20131103 12:00,0.3905289625683584
20131103 13:00,0.3905341270550913
20131103 14:00,0.39053929154182415
20131103 15:00,0.39054445602855703
20131103 16:00,0.39054962051528985
20131103 17:00,0.39055478500202273
20131103 18:00,0.3905599494887556
20131103 19:00,0.3905651139754885
20131103 20:00,0.39057027846222137
20131103 21:00,0.39057544294895424
20131103 22:00,0.3905806074356871
20131103 23:00,0.39058577192241994
20131104 0:00,0.3905909364091528
20131104 1:00,0.3905961008958857
20131104 2:00,0.3906012653826186
20131104 3:00,0.39060642986935146
20131104 4:00,0.39061159435608434
20131104 5:00,0.39061675884281716
20131104 6:00,0.39062192332955004
20131104 7:00,0.3906270878162829
20131104 8:00,0.3906322523030158
20131104 9:00,0.39063741678974867
20131104 10:00,0.39064258127648155
20131104 11:00,0.3906477457632144
20131104 12:00,0.39065291024994725
20131104 13:00,0.3906580747366801
20131104 14:00,0.390663239223413
20131104 15:00,0.3906684037101459
20131104 16:00,0.39067356819687876
20131104 17:00,0.39067873268361164
20131104 18:00,0.39068389717034446
20131104 19:00,0.39068906165707734
20131104 20:00,0.3906942261438102
20131104 21:00,0.3906993906305431
20131104 22:00,0.390704555117276
20131104 23:00,0.39070971960400885
20131105 0:00,0.39071488409074173
20131105 1:00,0.39072004857747455
20131105 2:00,0.39072521306420743
20131105 3:00,0.3907303775509403
20131105 4:00,0.3907355420376732
20131105 5:00,0.39074070652440607
20131105 6:00,0.39074587101113895
20131105 7:00,0.39075103549787177
20131105 8:00,0.39075619998460465
20131105 9:00,0.3907613644713375
20131105 10:00,0.3907665289580704
20131105 11:00,0.3907716934448033
20131105 12:00,0.39077685793153616
20131105 13:00,0.39078202241826904
20131105 14:00,0.39078718690500186
20131105 15:00,0.39079235139173474
20131105 16:00,0.3907975158784676
20131105 17:00,0.3908026803652005
20131105 18:00,0.3908078448519334
20131105 19:00,0.39081300933866625
20131105 20:00,0.39081817382539913
20131105 21:00,0.39082333831213195
20131105 22:00,0.39082850279886483
20131105 23:00,0.3908336672855977
20131106 0:00,0.3908388317723306
20131106 1:00,0.39084399625906346
20131106 2:00,0.39084916074579634
20131106 3:00,0.39085432523252917
20131106 4:00,0.39085948971926204
20131106 5:00,0.3908646542059949
20131106 6:00,0.3908698186927278
