TIMESTAMP,FORECAST
20131101 1:00,0.2698623371830946
20131101 2:00,0.2973698416540028
20131101 3:00,0.3203719216071298
20131101 4:00,0.33966676908950255
20131101 5:00,0.35588950404276787
20131101 6:00,0.369553040529936
20131101 7:00,0.3810762834827734
20131101 8:00,0.3908042843563431
20131101 9:00,0.39902310124022633
20131101 10:00,0.4059710494491713
20131101 11:00,0.4118474117595848
20131101 12:00,0.41681930738337813
20131101 13:00,0.4210271905583569
20131101 14:00,0.4245893051742161
20131101 15:00,0.4276053280346848
20131101 16:00,0.4301593708496991
20131101 17:00,0.43232246832707383
20131101 18:00,0.43415464977979495
20131101 19:00,0.4357066701392927
20131101 20:00,0.43702146042769935
20131101 21:00,0.43813534583376307
20131101 22:00,0.43907907040556615
20131101 23:00,0.43987866024970873
20131102 0:00,0.44055615148713556
20131102 1:00,0.441130204694835
20131102 2:00,0.44161662390153367
20131102 3:00,0.4420287952148633
20131102 4:00,0.4423780576980629
20131102 5:00,0.4426740170803573
20131102 6:00,0.4429248111953648
20131102 7:00,0.44313733463313476
20131102 8:00,0.4433174289133363
20131102 9:00,0.4434700434996988
20131102 10:00,0.44359937214652745
20131102 11:00,0.44370896837060186
20131102 12:00,0.4438018432543668
20131102 13:00,0.44388054829106927
20131102 14:00,0.4439472455645142
20131102 15:00,0.4440037672033645
20131102 16:00,0.44405166575165483
20131102 17:00,0.4440922568452504
20131102 18:00,0.4441266553707687
20131102 19:00,0.44415580610330624
20131102 20:00,0.44418050966661804
20131102 21:00,0.44420144453043114
20131102 22:00,0.4442191856500881
20131102 23:00,0.44423422026136844
20131103 0:00,0.4442469612647705
20131103 1:00,0.44425775856730687
20131103 2:00,0.4442669086935838
20131103 3:00,0.4442746629303248
20131103 4:00,0.4442812342281885
20131103 5:00,0.4442868030504743
20131103 6:00,0.44429152232950947
20131103 7:00,0.44429552166679376
20131103 8:00,0.44429891089235857
20131103 9:00,0.44430178308107576
20131103 10:00,0.4443042171087809
20131103 11:00,0.44430627981843823
20131103 12:00,0.4443080278558461
20131103 13:00,0.4443095092252488
20131103 14:00,0.44431076460767044
20131103 15:00,0.44431182847809597
20131103 16:00,0.4443127300522444
20131103 17:00,0.4443134940888663
20131103 18:00,0.4443141415696944
20131103 19:00,0.4443146902756346
20131103 20:00,0.4443151552750654
20131103 21:00,0.44431554933763645
20131103 22:00,0.44431588328495425
20131103 23:00,0.4443161662877601
