TIMESTAMP,FORECAST
20131101 1:00,0.34365349939680145
20131101 2:00,0.3513968146657075
20131101 3:00,0.352367839107276
20131101 4:00,0.3444077283671636
20131101 5:00,0.36356887735227406
20131101 6:00,0.36735014206452876
20131101 7:00,0.31466103748538343
20131101 8:00,0.15400449902249563
20131101 9:00,0.1035553400327276
20131101 10:00,0.09963287084645045
20131101 11:00,0.09595025399121254
20131101 12:00,0.10008756500844546
20131101 13:00,0.1001458287771701
20131101 14:00,0.09909040105067846
20131101 15:00,0.09391256173866153
20131101 16:00,0.10021151204285567
20131101 17:00,0.0998317849804965
20131101 18:00,0.09856501825728586
20131101 19:00,0.10007401617581729
20131101 20:00,0.09403032702953801
20131101 21:00,0.09655188693010286
20131101 22:00,0.09958134552053721
20131101 23:00,0.09868436253041624
20131102 0:00,0.12605724592567913
20131102 1:00,0.4397188670464727
20131102 2:00,0.506136910509357
20131102 3:00,0.6071104845688355
20131102 4:00,0.7223529435308308
20131102 5:00,0.7609458193392301
20131102 6:00,0.6974059181830187
20131102 7:00,0.6004809123301877
20131102 8:00,0.5578012579366065
20131102 9:00,0.5623386398099941
20131102 10:00,0.4884056747379333
20131102 11:00,0.4221654904074825
20131102 12:00,0.3112366642035833
20131102 13:00,0.49535402955327135
20131102 14:00,0.6495302654220746
20131102 15:00,0.29535082445857985
20131102 16:00,0.3685775054198259
20131102 17:00,0.510296082051269
20131102 18:00,0.5919031965991141
20131102 19:00,0.5004647591782001
20131102 20:00,0.4012014368546323
20131102 21:00,0.4556335194267478
20131102 22:00,0.5678666486586528
20131102 23:00,0.5550709664703811
20131103 0:00,0.5391398173035025
20131103 1:00,0.46026508221745066
20131103 2:00,0.4734070061243102
20131103 3:00,0.6780522103576662
20131103 4:00,0.7274290649126297
20131103 5:00,0.6957088645807149
20131103 6:00,0.6940152352269288
20131103 7:00,0.6893448824688091
20131103 8:00,0.6827916307746348
20131103 9:00,0.5798180037009807
20131103 10:00,0.47817457104927596
20131103 11:00,0.3921423662783353
20131103 12:00,0.58909767194455
20131103 13:00,0.6133106073246719
20131103 14:00,0.6762823010334442
20131103 15:00,0.7545721026226568
20131103 16:00,0.7988992397929844
20131103 17:00,0.8214360104802341
20131103 18:00,0.8354517847651884
20131103 19:00,0.8433212823272196
20131103 20:00,0.8507244232351908
20131103 21:00,0.859334205011145
20131103 22:00,0.8647013772233184
20131103 23:00,0.8599876557579464
20131104 0:00,0.8227602853670004
20131104 1:00,0.7814195607434871
20131104 2:00,0.6616706333320214
20131104 3:00,0.5488016979438687
20131104 4:00,0.4432892302135045
20131104 5:00,0.39340283746730886
20131104 6:00,0.3820212250577406
20131104 7:00,0.38453205075128694
20131104 8:00,0.40396983711741863
20131104 9:00,0.258289474802967
20131104 10:00,0.3192303984791365
20131104 11:00,0.41276711677245614
20131104 12:00,0.46947846859499864
20131104 13:00,0.5128015805474382
20131104 14:00,0.5564813007428269
20131104 15:00,0.5913787910098268
20131104 16:00,0.6517981060036006
20131104 17:00,0.7055686899447017
20131104 18:00,0.6893097123406569
20131104 19:00,0.6457930326827324
20131104 20:00,0.6166547317795201
20131104 21:00,0.7301916101555659
20131104 22:00,0.8025115920673682
20131104 23:00,0.8168838722640948
20131105 0:00,0.7163268543049695
20131105 1:00,0.44612736707720857
20131105 2:00,0.30755588564571723
20131105 3:00,0.19287791861147124
20131105 4:00,0.1284597397311762
20131105 5:00,0.10335465641751274
20131105 6:00,0.09780853798873113
20131105 7:00,0.0986651353256901
20131105 8:00,0.10649348592559943
20131105 9:00,0.18327631277625372
20131105 10:00,0.3024983470201986
20131105 11:00,0.29255441002280913
20131105 12:00,0.28071490685555267
20131105 13:00,0.28902165522735984
20131105 14:00,0.2961042109070317
20131105 15:00,0.29781132834210955
20131105 16:00,0.26778694276452475
20131105 17:00,0.24794969201104666
20131105 18:00,0.26463610626669826
20131105 19:00,0.29089239235493053
20131105 20:00,0.3082452277663701
20131105 21:00,0.41890182671669507
20131105 22:00,0.4358591009045727
20131105 23:00,0.51239098333816
20131106 0:00,0.5092699860703452
20131106 1:00,0.37926295858477077
20131106 2:00,0.27457379105430074
20131106 3:00,0.19866993345072392
20131106 4:00,0.1751876533824206
20131106 5:00,0.17730534484661037
20131106 6:00,0.17120564234339064
20131106 7:00,0.15601885059533388
20131106 8:00,0.10534740647332191
20131106 9:00,0.10553914101079942
20131106 10:00,0.09858066562046314
20131106 11:00,0.1975936704032245
20131106 12:00,0.1698864906715386
20131106 13:00,0.3675982374072617
20131106 14:00,0.47948474291386234
20131106 15:00,0.5338541720275375
20131106 16:00,0.4913700503448918
20131106 17:00,0.34050582519984796
20131106 18:00,0.15531269605581421
20131106 19:00,0.11492971756170367
20131106 20:00,0.12852158529634644
20131106 21:00,0.1988773924755457
20131106 22:00,0.09993186103061386
20131106 23:00,0.09782958315858009
20131107 0:00,0.17651178800163292
20131107 1:00,0.3376820224851833
20131107 2:00,0.431438037980287
20131107 3:00,0.3083551837990226
20131107 4:00,0.4012520827689896
20131107 5:00,0.5156862392717435
20131107 6:00,0.687460630552572
20131107 7:00,0.8584784539727449
20131107 8:00,0.8223051556726121
20131107 9:00,0.41644615745048297
20131107 10:00,0.09787256401888011
20131107 11:00,0.09378562689138481
20131107 12:00,0.3484498454398377
20131107 13:00,0.3937074773885394
20131107 14:00,0.43664019037374946
20131107 15:00,0.16947395994043662
20131107 16:00,0.6479390613872944
20131107 17:00,0.7506447721873324
20131107 18:00,0.8015957717207369
20131107 19:00,0.7532292404389138
20131107 20:00,0.7873337808749064
20131107 21:00,0.7817594779441062
20131107 22:00,0.8404516865660508
20131107 23:00,0.8577980509468928
20131108 0:00,0.861540333021696
20131108 1:00,0.8588785628059692
20131108 2:00,0.8585947670483072
20131108 3:00,0.8588823536534828
20131108 4:00,0.8629424654442897
20131108 5:00,0.863696805591196
20131108 6:00,0.8560361768215747
20131108 7:00,0.8393211242282868
20131108 8:00,0.8040471017164053
20131108 9:00,0.7016253665220994
20131108 10:00,0.5609344892804513
20131108 11:00,0.45757786673784284
20131108 12:00,0.3863797621055396
20131108 13:00,0.3367354619097783
20131108 14:00,0.30439315270456513
20131108 15:00,0.19426108422527133
20131108 16:00,0.13748971093082357
20131108 17:00,0.14443667452745473
20131108 18:00,0.17331471414277866
20131108 19:00,0.1345103877316009
20131108 20:00,0.12526427296074383
20131108 21:00,0.2333108272894197
20131108 22:00,0.41014777651983914
20131108 23:00,0.4692754351582271
20131109 0:00,0.4265000413369452
20131109 1:00,0.4252784174436226
20131109 2:00,0.45557374467544454
20131109 3:00,0.5143071080587726
20131109 4:00,0.595265482724178
20131109 5:00,0.6365059483928527
20131109 6:00,0.646075720108055
20131109 7:00,0.6625822434094922
20131109 8:00,0.711915624455845
20131109 9:00,0.6674177004230671
20131109 10:00,0.48217767708375014
20131109 11:00,0.4099897247835572
20131109 12:00,0.3594581483882904
20131109 13:00,0.3559571231713512
20131109 14:00,0.4747291645308004
20131109 15:00,0.4454120353957718
20131109 16:00,0.39200698572533366
20131109 17:00,0.37119323301016693
20131109 18:00,0.36828108387731884
20131109 19:00,0.3617881515223029
20131109 20:00,0.37747902708935366
20131109 21:00,0.4492337778817421
20131109 22:00,0.5622399571276684
20131109 23:00,0.5568021835135282
20131110 0:00,0.4992454644094628
20131110 1:00,0.56561337956207
20131110 2:00,0.5505551944718657
20131110 3:00,0.5215500422512295
20131110 4:00,0.5220090670929842
20131110 5:00,0.557341615468599
20131110 6:00,0.5922588408230672
20131110 7:00,0.6088244278170032
20131110 8:00,0.5662157707557581
20131110 9:00,0.3912910743602379
20131110 10:00,0.31735015895910657
20131110 11:00,0.39542797835596744
20131110 12:00,0.5454955657497987
20131110 13:00,0.45193250318823563
20131110 14:00,0.39923815679420327
20131110 15:00,0.3540848720278955
20131110 16:00,0.3085083700016036
20131110 17:00,0.251802372425439
20131110 18:00,0.183482509216081
20131110 19:00,0.13856915723268415
20131110 20:00,0.1551566315490236
20131110 21:00,0.22433687893804488
20131110 22:00,0.2721400478903811
20131110 23:00,0.407540787563931
20131111 0:00,0.43789260072398595
20131111 1:00,0.3757735133686809
20131111 2:00,0.37772762037872554
20131111 3:00,0.4302769887449225
20131111 4:00,0.4723897591989299
20131111 5:00,0.4916382643180883
20131111 6:00,0.5020381289120548
20131111 7:00,0.5224679237705953
20131111 8:00,0.47311443044963797
20131111 9:00,0.26053120490196685
20131111 10:00,0.17657997014026244
20131111 11:00,0.3607154297322248
20131111 12:00,0.3970576446235933
20131111 13:00,0.24151643762613806
20131111 14:00,0.15832994407281992
20131111 15:00,0.10682957688517658
20131111 16:00,0.09971708470197466
20131111 17:00,0.09930203261760662
20131111 18:00,0.09944876551619541
20131111 19:00,0.09897184009081877
20131111 20:00,0.09835864641442305
20131111 21:00,0.10982319872366442
20131111 22:00,0.14919066636377282
20131111 23:00,0.30182301052435656
20131112 0:00,0.38278023238115944
20131112 1:00,0.42569543373909025
20131112 2:00,0.4437082137153828
20131112 3:00,0.4898939211868165
20131112 4:00,0.5090045651026003
20131112 5:00,0.5320748776433745
20131112 6:00,0.5699457545047993
20131112 7:00,0.6053844192864271
20131112 8:00,0.6625298090186404
20131112 9:00,0.6602879709095677
20131112 10:00,0.5560585039807265
20131112 11:00,0.440443457655883
20131112 12:00,0.36219311021687095
20131112 13:00,0.2741925732174903
20131112 14:00,0.20480143989457444
20131112 15:00,0.15788003894867247
20131112 16:00,0.12579227035642898
20131112 17:00,0.11476151331284967
20131112 18:00,0.1095831129974198
20131112 19:00,0.10308709257386767
20131112 20:00,0.09831429268406161
20131112 21:00,0.17398133179691994
20131112 22:00,0.10347527962061098
20131112 23:00,0.1001225563544132
20131113 0:00,0.09941718259065563
20131113 1:00,0.09340666101667927
20131113 2:00,0.10013845769985141
20131113 3:00,0.09897107140572203
20131113 4:00,0.15466966431769358
20131113 5:00,0.24580876471139068
20131113 6:00,0.3150395147422611
20131113 7:00,0.35266041259275716
20131113 8:00,0.3835525174245783
20131113 9:00,0.3834651101378601
20131113 10:00,0.5199335234753666
20131113 11:00,0.4882347901089099
20131113 12:00,0.3597585004380268
20131113 13:00,0.26966363185202186
20131113 14:00,0.3010113814854555
20131113 15:00,0.39949561040620496
20131113 16:00,0.3921034588912591
20131113 17:00,0.36169143013562466
20131113 18:00,0.3342502953986167
20131113 19:00,0.34031291755154647
20131113 20:00,0.36262922951950605
20131113 21:00,0.39876394595661147
20131113 22:00,0.3667605402605685
20131113 23:00,0.22167012429137645
20131114 0:00,0.10054640804437864
20131114 1:00,0.0991393177787045
20131114 2:00,0.18394863982505066
20131114 3:00,0.42095464616126854
20131114 4:00,0.5163601753210099
20131114 5:00,0.49271875634329076
20131114 6:00,0.4124156445807666
20131114 7:00,0.3419632152217318
20131114 8:00,0.2665490006801549
20131114 9:00,0.11246776696433841
20131114 10:00,0.1331658646247471
20131114 11:00,0.23788791150679084
20131114 12:00,0.5459372022364307
20131114 13:00,0.6453789091700761
20131114 14:00,0.648183085628006
20131114 15:00,0.6188817392179208
20131114 16:00,0.5225741281024282
20131114 17:00,0.4594557779732049
20131114 18:00,0.5186473129813097
20131114 19:00,0.536339233544461
20131114 20:00,0.5341389440041612
20131114 21:00,0.6114693363182819
20131114 22:00,0.671203599996894
20131114 23:00,0.7319579076374266
20131115 0:00,0.6908779082259772
20131115 1:00,0.49195600935440575
20131115 2:00,0.26407955842311215
20131115 3:00,0.09919745437938887
20131115 4:00,0.09391688863373349
20131115 5:00,0.09337873469860092
20131115 6:00,0.09594424743319457
20131115 7:00,0.09732885490509918
20131115 8:00,0.09772073643925977
20131115 9:00,0.09831463619239522
20131115 10:00,0.098091054527772
20131115 11:00,0.09992389479552255
20131115 12:00,0.185877500452712
20131115 13:00,0.4670787257546323
20131115 14:00,0.7586828986868405
20131115 15:00,0.7492469531015707
20131115 16:00,0.7222894041562049
20131115 17:00,0.68129114520889
20131115 18:00,0.651914399923357
20131115 19:00,0.6465430197698466
20131115 20:00,0.6532377203947394
20131115 21:00,0.6425205409921024
20131115 22:00,0.6739293930286099
20131115 23:00,0.6060475610480149
20131116 0:00,0.5041378547865644
20131116 1:00,0.26748306523887755
20131116 2:00,0.16161661679219363
20131116 3:00,0.17393415231764098
20131116 4:00,0.22011375458963572
20131116 5:00,0.3246950978795965
20131116 6:00,0.41842843153837506
20131116 7:00,0.47995315614756096
20131116 8:00,0.5130235073376409
20131116 9:00,0.42772280617755687
20131116 10:00,0.36534649168284283
20131116 11:00,0.371412759088698
20131116 12:00,0.44535884746880783
20131116 13:00,0.4292323817430197
20131116 14:00,0.3854277280499163
20131116 15:00,0.3275040311625491
20131116 16:00,0.2588651444532348
20131116 17:00,0.22861285028127437
20131116 18:00,0.2361987376404684
20131116 19:00,0.24294853208363365
20131116 20:00,0.26708931437946165
20131116 21:00,0.36629738511394627
20131116 22:00,0.4334198259094638
20131116 23:00,0.4485006304087893
20131117 0:00,0.38917117754571706
20131117 1:00,0.23940426127269837
20131117 2:00,0.22214061051879957
20131117 3:00,0.18883297031928725
20131117 4:00,0.1482513670053464
20131117 5:00,0.13040469806234356
20131117 6:00,0.13913402045517242
20131117 7:00,0.15964872618685816
20131117 8:00,0.18487316460359365
20131117 9:00,0.10466679210735885
20131117 10:00,0.14307085940883063
20131117 11:00,0.20370873048209337
20131117 12:00,0.18718277390915028
20131117 13:00,0.15739630653542697
20131117 14:00,0.1459881496507946
20131117 15:00,0.12518427608096216
20131117 16:00,0.11254373327218431
20131117 17:00,0.10395821913082892
20131117 18:00,0.10600029563380753
20131117 19:00,0.13452679576021925
20131117 20:00,0.129025100998728
20131117 21:00,0.1956231369253435
20131117 22:00,0.23639981904765428
20131117 23:00,0.3988183749189058
20131118 0:00,0.31365625784760975
20131118 1:00,0.2788647197439518
20131118 2:00,0.23317295102836627
20131118 3:00,0.20227108379625636
20131118 4:00,0.1850979561105041
20131118 5:00,0.1656987851710141
