TIMESTAMP,FORECAST
20131101 1:00,0.36646643
20131101 2:00,0.37320817
20131101 3:00,0.3740606
20131101 4:00,0.3671188
20131101 5:00,0.38400617
20131101 6:00,0.3874108
20131101 7:00,0.34203288
20131101 8:00,0.20095752
20131101 9:00,0.11568093
20131101 10:00,0.023440856
20131101 11:00,0.02428309
20131101 12:00,0.023839273
20131101 13:00,0.025888652
20131101 14:00,0.023447905
20131101 15:00,0.02088441
20131101 16:00,0.023979835
20131101 17:00,0.027049284
20131101 18:00,0.039040793
20131101 19:00,0.026227552
20131101 20:00,0.0218348
20131101 21:00,0.024201468
20131101 22:00,0.027703166
20131101 23:00,0.08711165
20131102 0:00,0.1659428
20131102 1:00,0.45568547
20131102 2:00,0.51293594
20131102 3:00,0.58885324
20131102 4:00,0.6728177
20131102 5:00,0.70540303
20131102 6:00,0.653647
20131102 7:00,0.58413106
20131102 8:00,0.55308783
20131102 9:00,0.55645895
20131102 10:00,0.49827656
20131102 11:00,0.43890333
20131102 12:00,0.3392215
20131102 13:00,0.5040778
20131102 14:00,0.6189055
20131102 15:00,0.32634336
20131102 16:00,0.38852096
20131102 17:00,0.5163057
20131102 18:00,0.577992
20131102 19:00,0.5082983
20131102 20:00,0.41886353
20131102 21:00,0.47001708
20131102 22:00,0.56053925
20131102 23:00,0.5510491
20131103 0:00,0.5389862
20131103 1:00,0.47408918
20131103 2:00,0.48551437
20131103 3:00,0.6393763
20131103 4:00,0.6768638
20131103 5:00,0.65237826
20131103 6:00,0.6511158
20131103 7:00,0.6476526
20131103 8:00,0.6428343
20131103 9:00,0.56926984
20131103 10:00,0.48960528
20131103 11:00,0.41029164
20131103 12:00,0.5759754
20131103 13:00,0.59325594
20131103 14:00,0.6380901
20131103 15:00,0.6996797
20131103 16:00,0.74421
20131103 17:00,0.7740798
20131103 18:00,0.79828614
20131103 19:00,0.815648
20131103 20:00,0.83610076
20131103 21:00,0.8489213
20131103 22:00,0.87169766
20131103 23:00,0.85043645
20131104 0:00,0.77611876
20131104 1:00,0.7251233
20131104 2:00,0.62756157
20131104 3:00,0.54633725
20131104 4:00,0.45907524
20131104 5:00,0.4114785
20131104 6:00,0.40083927
20131104 7:00,0.4031708
20131104 8:00,0.4215009
20131104 9:00,0.295729
20131104 10:00,0.34580645
20131104 11:00,0.42992607
20131104 12:00,0.48212096
20131104 13:00,0.51832306
20131104 14:00,0.55210316
20131104 15:00,0.5776154
20131104 16:00,0.6205179
20131104 17:00,0.6598059
20131104 18:00,0.64762664
20131104 19:00,0.6162523
20131104 20:00,0.5956266
20131104 21:00,0.6790908
20131104 22:00,0.74851465
20131104 23:00,0.7673658
20131105 0:00,0.6680856
20131105 1:00,0.46160033
20131105 2:00,0.33621463
20131105 3:00,0.2396662
20131105 4:00,0.1694566
20131105 5:00,0.11489658
20131105 6:00,0.05486617
20131105 7:00,0.03740918
20131105 8:00,0.12569797
20131105 9:00,0.23079409
20131105 10:00,0.33210668
20131105 11:00,0.32410055
20131105 12:00,0.31440565
20131105 13:00,0.32127574
20131105 14:00,0.32694867
20131105 15:00,0.32832217
20131105 16:00,0.30362436
20131105 17:00,0.28712615
20131105 18:00,0.30100417
20131105 19:00,0.32277042
20131105 20:00,0.3367766
20131105 21:00,0.43578538
20131105 22:00,0.4519995
20131105 23:00,0.517993
20131106 0:00,0.5154767
20131106 1:00,0.3982889
20131106 2:00,0.30927637
20131106 3:00,0.24487492
20131106 4:00,0.22303724
20131106 5:00,0.22509664
20131106 6:00,0.21910362
20131106 7:00,0.20319928
20131106 8:00,0.12206961
20131106 9:00,0.12269808
20131106 10:00,0.085948706
20131106 11:00,0.24391422
20131106 12:00,0.21778159
20131106 13:00,0.387635
20131106 14:00,0.49072406
20131106 15:00,0.53491557
20131106 16:00,0.5007603
20131106 17:00,0.36375347
20131106 18:00,0.20241754
20131106 19:00,0.14646263
20131106 20:00,0.16954504
20131106 21:00,0.24505973
20131106 22:00,0.097633585
20131106 23:00,0.054123547
20131107 0:00,0.22432743
20131107 1:00,0.36133292
20131107 2:00,0.44777232
20131107 3:00,0.33686632
20131107 4:00,0.41891173
20131107 5:00,0.5206341
20131107 6:00,0.6462625
20131107 7:00,0.84713304
20131107 8:00,0.77541333
20131107 9:00,0.43344203
20131107 10:00,0.074586034
20131107 11:00,0.012682987
20131107 12:00,0.3706309
20131107 13:00,0.4117656
20131107 14:00,0.45274583
20131107 15:00,0.21736619
20131107 16:00,0.6177753
20131107 17:00,0.69623244
20131107 18:00,0.74740934
20131107 19:00,0.69849443
20131107 20:00,0.7312991
20131107 21:00,0.7254715
20131107 22:00,0.80886334
20131107 23:00,0.84583914
20131108 0:00,0.8547866
20131108 1:00,0.8479445
20131108 2:00,0.8473649
20131108 3:00,0.8479525
20131108 4:00,0.8602836
20131108 5:00,0.8644615
20131108 6:00,0.842886
20131108 7:00,0.80634654
20131108 8:00,0.75039023
20131108 9:00,0.65681857
20131108 10:00,0.55541795
20131108 11:00,0.47172913
20131108 12:00,0.40489224
20131108 13:00,0.36052433
20131108 14:00,0.33364263
20131108 15:00,0.24091895
20131108 16:00,0.18149257
20131108 17:00,0.1898096
20131108 18:00,0.22119738
20131108 19:00,0.17769803
20131108 20:00,0.16474745
20131108 21:00,0.27486804
20131108 22:00,0.42741132
20131108 23:00,0.481945
20131109 0:00,0.4430484
20131109 1:00,0.4418799
20131109 2:00,0.46996436
20131109 3:00,0.5195307
20131109 4:00,0.580403
20131109 5:00,0.60967296
20131109 6:00,0.6164527
20131109 7:00,0.62821436
20131109 8:00,0.6646662
20131109 9:00,0.63168526
20131109 10:00,0.4930159
20131109 11:00,0.42725977
20131109 12:00,0.38033193
20131109 13:00,0.37722483
20131109 14:00,0.4866519
20131109 15:00,0.4609644
20131109 16:00,0.4101643
20131109 17:00,0.39089516
20131109 18:00,0.38825262
20131109 19:00,0.38241106
20131109 20:00,0.39664558
20131109 21:00,0.46435842
20131109 22:00,0.5563858
20131109 23:00,0.5523427
20131110 0:00,0.50729495
20131110 1:00,0.5588795
20131110 2:00,0.5476595
20131110 3:00,0.5252945
20131110 4:00,0.5256572
20131110 5:00,0.55274516
20131110 6:00,0.5782473
20131110 7:00,0.59007144
20131110 8:00,0.55932367
20131110 9:00,0.40949115
20131110 10:00,0.3442505
20131110 11:00,0.41338947
20131110 12:00,0.54383445
20131110 13:00,0.46674874
20131110 14:00,0.41699794
20131110 15:00,0.37557164
20131110 16:00,0.33699122
